text,offline_crime,online_crime,drugs,gambling,pornography,prostitution,slavery,suicide,terrorism,weapons,body_shaming,health_shaming,politics,racism,religion,sexual_minorities,sexism,social_injustice
"А вообще возращение в родные пенаты продолжается, ружье только обкаталось, впереди еще много интересного...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Автор: Драган Караџић,  NUMBER ноября  - Тюнинг нарезного оружия",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Вывод: заводская самоделка или опытный образец - вероятнее всего не старше NUMBER-х годов ХХ-го века.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Дорогой Техкрим. Оставь всё это себе. Форсаж, бойцов и прочие поделки с расходом более NUMBER г/сек, которые ты создавал для NUMBER с половиной ганзовских энтузиастов.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"У меня иж-NUMBER стрела с двумя блоками стволов, у брата обычное, но так называемым ДТК, помоему абсолютно ненужная вещь.Разницы я не заметил, только при чистке лишний гемор, полиэтилен из дырочек выковыривать.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Стрельба велась тремя сериями по NUMBER выстрелов в каждой патронами партии ОП-NUMBERА.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
На данный момент с ассортиментом можно познакомиться на сайте:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Поздравляю,мужики! Спасибо тем, кто и меня не забыл!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Малыши для полиции и не только.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Нашивки на велкро располагаются на плотной ""крючковой"" части, в комплекте идёт мягкая ""петельковая"" часть шириной NUMBER см и соответствующей шеврону высотой.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Жизнь - Родине, сердце - даме, честь - никому!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Как правило , как только они видят что ""клиент"" закон читал , забывают про все местные ""требования"" и довольствуются федеральными ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Неплохая школа ножевого боя это жизнь. Почитайте если еще не читали книгу ""Достань нож и убей. Техника ножевого боя тюрьмы Фолсом"",автор Д.Пентакост. Просто и жизненно",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Статья ""Пипл хавает"" в журнале ""Калашников"".",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Между тем СВД и по сей день в строю. Плановые занятия по огневой подготовке со снайперами одного из подразделений МО РФ фото из архива Друга:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Позже компанией Fd выпускался патрон длиной NUMBER,NUMBER мм с полуоболочечной пулей весом NUMBER,NUMBER г. В цилиндрической гильзе длиной NUMBER,NUMBER мм помещался заряд пороха IMR весом NUMBER,NUMBER г. Начальная скорость пули  м/с.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"NUMBER Ну и на сладкое из переделанного ремингтоновского дробовика NUMBER-NUMBER  В девичестве знаменитый Bwg ANUMBER, если кто не в курсе с усиленным стволом постреляли патронами со стрелками AAI.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"- откидная крышка ствольной коробки имела особенное прицельное приспособление, которое в корне отличалось от того, которое мы привыкли видеть на автоматах АКСNUMBERУ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Судя по ходу процесса, Минобороны хочет себе Ковровский автомат, а ростех хочет им продать свой АК-NUMBER.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
б Уменьшения темпа стрельбы против ПП-NUMBER на NUMBER-NUMBER выстрелов в минуту.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"*В столбцах №№ NUMBER,NUMBER и NUMBER приведено количество очков, полученное при совмещении средней точки попадания двадцати пробоин с центром мишени.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Кроме того, я лично не видел ни наставления, ни руководства к АК-NUMBER – что там насчет габарита кучности и допустимого отклонения СТП от КТ при приведении оружия к нормальному бою?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ага. Т.е. пехотные Льюисы со стволами под русский патрон были, но импортные. Судя по ""подточке"", вероятно, магазин и другие механизмы оставались прежними, а окончательная подгонка осуществлялась напильником.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Итак, что мы имеем? По факту РПК это большой автомат – длинный и тяжелый. Патрон как у автомата. Магазины – одинаковые учитывая взаимозаменяемости. Плотность огня в реале она в огромной мере завязана на емкость магазина по сути как у автомата.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"А можно отредактировать головной пост, написав нормальные названия фирм и моделей по английский или убрав жаргонизмы, типа ""свинарка"", непонятные непосвященным?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"То есть что-то видно, но как-то плохо и не очень.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Вторая- желание визуально соответствовать х.з. чему или точнее – х.з. кому и, чаще всего, выдуманному образу.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"В общем говорить можно бесконечно и по моим наблюдениям ижмаш давно впал в состояние ""сон разума"", но на грех у него сильные лоббисты в руководстве страны.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"NUMBER. Увеличена емкость магазина. А именно секторного для РПК до NUMBER патронов, барабанного для РПК до NUMBER патронов, секторного для РПК-NUMBER до NUMBER патронов.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"NUMBER. Ножи с вогнутым более чем на NUMBERмм обухом, при длине клинка до мм.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Однако карабин Вестли Ричардса не рассматривался для принятия его на вооружение из-за неудобного расположения затвора и малой прочности некоторых частей, в особенности шейки приклада, так как в ней был сделан вырез для размещения крышки с рычагом.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Или все же можно сделать еще одну попытку и приобрести пистолет субкомпактного класса. Об одном из которых и пойдет речь во второй части этой статьи.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Для производства выстрела необходимо было взвести курок NUMBER и на брандтрубку NUMBER надеть колпачок капсюля. Винтовка готова к выстрелу.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"И в пистолете ""обойма"" и ""жмут на курок"" ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Во-первых, поле боя упорно не хочет «сдвигаться» и, применительно к основным театрам военных действий, дистанции применения оружия только растут.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Эта же дальность выводит на первый план плотность огня – т.е. автоматический огонь, в том числе и длинными очередями, так как именно в лесу их эффективность не подвергается сомнению, тем более при внезапном контакте.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Двухточечный ремень прекрасно стабилизирует оружие на теле владельца в ходе любых даже самых активных передвижений.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Затянув дульный тормоз рукой до упора, он встал практически под углом в NUMBER градусов фиксирующим винтов на NUMBER часа соплами вертикально. СТП сместилась по сравнению с первой пристрелкой влево вниз.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Автор: jtdw,  NUMBER декабря  - Нарезное и гладкоствольное оружие",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Картечь и поражение незакрытых СИБ участков тела,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Рассчитан на ведение огня одной рукой, подходит щитовым, вместо пистолета.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Курки автоматов АК. Отличия указаны стрелками,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Во-первых, большинство тех, кому нужно - не знает, а лишь имеет понятие, что такой раздел, как работа командира в принципе есть.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"По штампу не подскажу. А кобура на наган d-s, после NUMBER года.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Для производства следующего выстрела необходимо было только с помощью нижнего рычага опустить затвор, вложить новый патрон, закрыть патронник и взвести курок.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"В общем, предохранитель/переводчик режимов огня вызывает вопросы в стиле «на йуха». Вопрос в том, кому их адресовать – заказчику в лице МО или инициаторам «Калашникова».",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Спасибо! Сам доволен. Для второго раза из этой винтовки и прицела, совсем неплохо. Даже Юрий Владимирович, который в Алабино процессом шефствует, удивился, сказал, что не видел такой СВД еще...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"В: А стробоскоп?О: Я понимаю зачем он нужен щитовику например, но обычному стрелку строб не обязателен, это допрежим опять же.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"На въезде нас встретил Дмитрий Сергеевич Ульянов, худощавый человек, чуть старшесреднего возраста, с доброй улыбкой и умным взглядом.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Очень маленький пистолет или немного про оружие самообороны.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Так вот, первый магазин на NUMBER патронов от стрелял нормально и вставил другой магазин, делаю первый выстрел, второго выстрела нет,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Вопрос вот в чем: стрелял в тире из Вепря Молот NUMBER, патроном ""Главпатрон"" пуля NUMBER/NUMBER В/РNUMBER черная гильза",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Часть NUMBER, которая в большей мере жизнеописание, хотя и аналитика в зачаточном состоянии присутствует.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Может поможет кому, а то у меня долго проблема была.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
И да пребудет с Вами Сила!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
По клеймам побил и смотрю есть ещё мадьярские ракетницы пекали в русских селеньях...,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
сумасшедше долбит ногами ...и классно чувствует дистанцию.....НО очень много пропускает с рук..........,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Большое количество срывов ударника с шептала наблюдается в том случае, если перед перезаряжанием пистолета взвести курок шнеллера.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Снайпер часто действует в составе малой группы, а ведет огонь в составе пары или вообще один, что обуславливает перевес в его подготовке в сторону огневой, особенно если речь о полицейских снайперах в широком смысле.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"В общем если вы не предполагаете болтаться вверх ногами с пистолетом за поясом, то однозначно рекомендую эти кобуры.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ну думаю время идет, продолжил стрельбу по одному патрону в магазине, сделал около NUMBER выстрелов.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"- при ударе кремня по стальной пластине кресала возникала вспышка, которая ослепляла и пугала стрелка;",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ну у меня словацкий ТNUMBER из первых партий - идеальный травмат как по качеству изготовления так и по работе механизмов, кучности, останавливающему действию и т.д. Претензий к нему только что калибр не NUMBERхNUMBER.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Вот участковым и дежурке вполне можно оставить и ПМ, что бы преемственность была, опять же в автопатруле по семейным скандалам будет человек с пистолетом.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
", на дистанции NUMBER метров через ствол будет видно не только всю мишень, но и всю машину на которой висит мишень - закон перспективы.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"• распространение любой информации, которая может нанести урон пользователям или администрации.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Администрация Форума имеет право отказать в приеме любого конкурсного материала без объяснения причин.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Очень избирательно - забылись пин-коды, пароли, адреса только номера и названия улиц, визуально я легко узнавал любое место, номера телефонов.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"В Лачуге на Варварке манагеры в разы приветливее. Не реклама, а пример, что если один/два человека сегодня наступили в метро вам на ногу, это не значит, что появился вид хомосапиенс, которые ходят только по ногам.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"«Любые соревнования, есть состязания на определение качественной стороны подготовленности, по определенной дисциплине.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"И не последняя роль в сложившемся бардаке принадлежит именно всяким новаторам, которые в упор не видят простой вещи.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
У меня накопились вопросы по предстоящим курсам и статусу судьи IDA в РФ:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Выносить предупреждения и осуществлять наказания Глобальных модераторов, модераторов и пользователей, в случае нарушения ими настоящих правил.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"NUMBER""С целью обеспечения точности классификации участнику разрешается повторить выстрел, в случае неисправности пистолета или ошибок стрелка. Повторить попытку во время индивидуального упражнения не разрешается.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Описание испытательных стрельб из пистолета ""Маузер"" с пламегасителем.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Спасибо, ! ""Повзаимствовал"" файл и выложил к нам в ""файлы"", пригодится!  ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Файлы сначала подгружаются к сообщению и отображаются в виде эскизов под окном редактора.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"- путем открытия тем, а также вставки в посты, изображения, файлы и прочие, размещаемые пользователями материалы, и имеет непосредственное отношение к тематике таких материалов/разделов;",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Наряду с отработкой тактических нормативов, военно-тактические игры, по сути, единственный формат, который может практически проверить тактические алгоритмы в условиях активного и реального противодействия.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"При размещении материалов, пользователь должен заполнять поле тэгов наиболее подходящими ключевыми словами и/или фразами.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Так как в  г. на вооружение Советской армии принимается NUMBER,NUMBER мм модернизированный автомат Калашникова АКМ с деревянным прикладом, то работы над АК с пластмассовыми деталями становятся бесперспективными.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Основные маркировки автоматов АК/АКС со штампованной ствольной коробкой,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"NUMBER В нормальных условиях службы пулемет работает удовлетворительно – на  выстрелов получено NUMBER,NUMBER% задержек, из них NUMBER,NUMBER% задержек по вине боеприпасов.»",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ждать пока начнут битой бить стекла, думаю в этом случае неправильно.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"А можно регламентирующий документ или разъяснение руководство МВД. Просто мне в ЛРО сказали, что срок действия старой справки истёк и надо делать новую.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0
На все эти стрельбы было израсходовано  патронов.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Но судя по отзывам NUMBER*NUMBER-NUMBER стал гораздо больше ножом, чем прошлые модели и таким образом на мой взгляд стал реально полезным элементом экипировки.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Первой из определявшихся боевых характеристик стал отстрел на кучность боя.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Все началось с оружия. Хотя если более точно, то собщего интереса к нему, а общий интерес сближает совершенно разных людей гораздо сильнее, чем общие проблемы.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Сам процесс калибровки оптики с этим прибором предельно прост:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Патрон к винтовке собирался в корпусе NUMBER, изготовленном из двух оборотов писчей бумаги, проклеенных клейстером.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Автор: Bst,  NUMBER апреля  - Пистолет глазами владельца",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Пироксилиновый пластинчатый порохNUMBER,NUMBERхNUMBER,NUMBERхNUMBER,NUMBER – бронебойная пуля",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Дульное сужение — постоянный цилиндр NUMBER.NUMBER с возможностью установки дульных насадок получок NUMBER.NUMBER, чок NUMBER.NUMBER, «Парадокс»",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Параметры и характеристики ножей не являющихся холодным оружием в соответствии с ГОСТами.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Далее наступила очередь зеленой винтовки, иначе говоря - снайперской винтовки Чукавина СВЧ под патрон NUMBER,NUMBER*NUMBER. Указанная винтовка производится и под патрон NUMBER,NUMBER*NUMBERR, поэтому с патриотизмом все хорошо.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Самый известный пример - Маузер С-NUMBER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"NUMBER.""ХУДШИЕ варианты автомата Калашникова – иракский «Табук»",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
В электронном виде этой книги пока нет. Но у меня есть сканы про этот пистолет из этой книги. Больше по этому пистолету ничего найти не могу. А пистолет очень интересный.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Производство Москва. Задавайте вопросы отвечу, в данный момент кол-во всего  шт под оружия выше. Вес:  гр.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Различают три модификации, которые отличались наличием магазинного предохранителя и изменением конструкции спускового крючка.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Второе упражнение подразумевало стрельбу парой по команде руководителя, в роли которого выступал представитель команды.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Автор: Axd,  NUMBER февраля - Пистолет глазами владельца",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Стрельба из пулеметов производилась по следующим целям:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Точность стрельбы из пистолета важный показатель умения стрелять из пистолета?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Личного опыта нет, но много слышал об охоте с Вепрем.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Различные варианты протирок автоматов и ручных пулеметов Калашникова калибра NUMBER,NUMBER мм.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Автор: yj,  NUMBER мая  - Пистолет глазами владельца",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Журнал ""Калашников"", статья ""Круги на воде"". Продолжение темы ВС- - в редакцию поступили ответы Ижмаша на вопросы, заданные в статье ""Пипл хавает""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Автоматные ремни, с  года остающиеся без изменений. Сверху показан ремень раннего выпуска с плоскими заклепками",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
